numero,nom_complet,fichier_photo,url_photo,taille_ko
218,"Nicolas Forissier","218_Nicolas_Forissier.png","https://datan.fr/assets/imgs/deputes_original/depute_1327.png","169.34"
219,"Charles Fournier","219_Charles_Fournier.png","https://datan.fr/assets/imgs/deputes_original/depute_793980.png","169.34"
220,"Thibaut François","220_Thibaut_François.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794538.png","14.83"
221,"Thierry Frappé","221_Thierry_Frappé.png","https://datan.fr/assets/imgs/deputes_original/depute_794678.png","169.34"
222,"Philippe Frei","222_Philippe_Frei.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719190.png","14.84"
223,"Anne-Sophie Frigout","223_Anne-Sophie_Frigout.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794286.png","19.73"
224,"Martine Froger","224_Martine_Froger.png","https://datan.fr/assets/imgs/deputes_original/depute_822617.png","169.34"
225,"Bruno Fuchs","225_Bruno_Fuchs.png","https://datan.fr/assets/imgs/deputes_original/depute_722284.png","169.34"
226,"Jean-Luc Fugit","226_Jean-Luc_Fugit.png","https://datan.fr/assets/imgs/deputes_original/depute_722366.png","169.34"
227,"Perceval Gaillard","227_Perceval_Gaillard.png","https://datan.fr/assets/imgs/deputes_original/depute_796070.png","169.34"
228,"Stéphanie Galzy","228_Stéphanie_Galzy.png","https://datan.fr/assets/imgs/deputes_original/depute_793892.png","169.34"
229,"Marie-Charlotte Garin","229_Marie-Charlotte_Garin.png","https://datan.fr/assets/imgs/deputes_original/depute_795010.png","169.34"
230,"Guillaume Garot","230_Guillaume_Garot.png","https://datan.fr/assets/imgs/deputes_original/depute_333285.png","169.34"
231,"Raquel Garrido","231_Raquel_Garrido.png","https://datan.fr/assets/imgs/deputes_nobg/depute_796132.png","22.07"
232,"Thomas Gassilloud","232_Thomas_Gassilloud.png","https://datan.fr/assets/imgs/deputes_original/depute_722358.png","169.34"
233,"Maud Gatel","233_Maud_Gatel.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721760.png","17.26"
234,"Jean-Jacques Gaultier","234_Jean-Jacques_Gaultier.png","https://datan.fr/assets/imgs/deputes_nobg/depute_267324.png","14.74"
235,"Luc Geismar","235_Luc_Geismar.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720006.png","14.35"
236,"Anne Genetet","236_Anne_Genetet.png","https://datan.fr/assets/imgs/deputes_original/depute_721024.png","169.34"
237,"Annie Genevard","237_Annie_Genevard.png","https://datan.fr/assets/imgs/deputes_original/depute_605991.png","169.34"
238,"Félicie Gérard","238_Félicie_Gérard.png","https://datan.fr/assets/imgs/deputes_original/depute_794470.png","169.34"
239,"Raphaël Gérard","239_Raphaël_Gérard.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719108.png","13.81"
240,"François Gernigon","240_François_Gernigon.png","https://datan.fr/assets/imgs/deputes_original/depute_794234.png","169.34"
241,"Hadrien Ghomi","241_Hadrien_Ghomi.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721722.png","14.54"
242,"Frank Giletti","242_Frank_Giletti.png","https://datan.fr/assets/imgs/deputes_original/depute_796034.png","169.34"
243,"Yoann Gillet","243_Yoann_Gillet.png","https://datan.fr/assets/imgs/deputes_original/depute_793832.png","169.34"
244,"Christian Girard","244_Christian_Girard.png","https://datan.fr/assets/imgs/deputes_original/depute_793102.png","169.34"
245,"Éric Girardin","245_Éric_Girardin.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720222.png","16.19"
246,"Joël Giraud","246_Joël_Giraud.png","https://datan.fr/assets/imgs/deputes_nobg/depute_267336.png","17.06"
247,"Olga Givernet","247_Olga_Givernet.png","https://datan.fr/assets/imgs/deputes_original/depute_718674.png","169.34"
248,"Charlotte Goetschy-Bolognese","248_Charlotte_Goetschy-Bolognese.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794846.png","18.56"
249,"José Gonzalez","249_José_Gonzalez.png","https://datan.fr/assets/imgs/deputes_original/depute_793362.png","169.34"
250,"Philippe Gosselin","250_Philippe_Gosselin.png","https://datan.fr/assets/imgs/deputes_original/depute_266797.png","169.34"
251,"Guillaume Gouffier Valente","251_Guillaume_Gouffier_Valente.png","https://datan.fr/assets/imgs/deputes_original/depute_721296.png","169.34"
252,"Florence Goulet","252_Florence_Goulet.png","https://datan.fr/assets/imgs/deputes_original/depute_794418.png","169.34"
253,"Perrine Goulet","253_Perrine_Goulet.png","https://datan.fr/assets/imgs/deputes_original/depute_720560.png","169.34"
254,"Carole Grandjean","254_Carole_Grandjean.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720170.png","19.19"
255,"Géraldine Grangier","255_Géraldine_Grangier.png","https://datan.fr/assets/imgs/deputes_original/depute_793592.png","169.34"
256,"Olivia Grégoire","256_Olivia_Grégoire.png","https://datan.fr/assets/imgs/deputes_original/depute_721764.png","169.34"
257,"Jean-Carles Grelier","257_Jean-Carles_Grelier.png","https://datan.fr/assets/imgs/deputes_original/depute_267318.png","169.34"
258,"Daniel Grenon","258_Daniel_Grenon.png","https://datan.fr/assets/imgs/deputes_original/depute_795540.png","169.34"
259,"Anne Grignon","259_Anne_Grignon.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721840.png","14.37"
260,"Justine Gruet","260_Justine_Gruet.png","https://datan.fr/assets/imgs/deputes_original/depute_794058.png","169.34"
261,"Jérôme Guedj","261_Jérôme_Guedj.png","https://datan.fr/assets/imgs/deputes_original/depute_1567.png","169.34"
262,"Stanislas Guerini","262_Stanislas_Guerini.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721498.png","13.94"
263,"Clémence Guetté","263_Clémence_Guetté.png","https://datan.fr/assets/imgs/deputes_original/depute_795310.png","169.34"
264,"Marie Guévenoux","264_Marie_Guévenoux.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721880.png","19.45"
265,"Claire Guichard","265_Claire_Guichard.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795934.png","18.15"
266,"Philippe Guillemard","266_Philippe_Guillemard.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720174.png","14.18"
267,"Michel Guiniot","267_Michel_Guiniot.png","https://datan.fr/assets/imgs/deputes_original/depute_794734.png","169.34"
268,"David Guiraud","268_David_Guiraud.png","https://datan.fr/assets/imgs/deputes_original/depute_794478.png","169.34"
269,"Jordan Guitton","269_Jordan_Guitton.png","https://datan.fr/assets/imgs/deputes_original/depute_793218.png","169.34"
270,"Frantz Gumbs","270_Frantz_Gumbs.png","https://datan.fr/assets/imgs/deputes_original/depute_795258.png","169.34"
271,"Victor Habert-Dassault","271_Victor_Habert-Dassault.png","https://datan.fr/assets/imgs/deputes_nobg/depute_783457.png","14.94"
272,"David Habib","272_David_Habib.png","https://datan.fr/assets/imgs/deputes_original/depute_1592.png","169.34"
273,"Meyer Habib","273_Meyer_Habib.png","https://datan.fr/assets/imgs/deputes_nobg/depute_695100.png","15.47"
274,"Benjamin Haddad","274_Benjamin_Haddad.png","https://datan.fr/assets/imgs/deputes_original/depute_795958.png","169.34"
275,"Nadia Hai","275_Nadia_Hai.png","https://datan.fr/assets/imgs/deputes_nobg/depute_722054.png","17.53"
276,"Johnny Hajjar","276_Johnny_Hajjar.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795828.png","15.17"
277,"Marine Hamelet","277_Marine_Hamelet.png","https://datan.fr/assets/imgs/deputes_original/depute_795900.png","169.34"
278,"Yannick Haury","278_Yannick_Haury.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720054.png","15.41"
279,"Joris Hébrard","279_Joris_Hébrard.png","https://datan.fr/assets/imgs/deputes_nobg/depute_796110.png","15.79"
280,"Pierre Henriet","280_Pierre_Henriet.png","https://datan.fr/assets/imgs/deputes_original/depute_722070.png","169.34"
281,"Michel Herbillon","281_Michel_Herbillon.png","https://datan.fr/assets/imgs/deputes_original/depute_1630.png","169.34"
282,"Patrick Hetzel","282_Patrick_Hetzel.png","https://datan.fr/assets/imgs/deputes_original/depute_608416.png","169.34"
283,"Laurence Heydel Grillere","283_Laurence_Heydel_Grillere.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793190.png","17.99"
284,"Mathilde Hignet","284_Mathilde_Hignet.png","https://datan.fr/assets/imgs/deputes_original/depute_794082.png","169.34"
285,"Alexandre Holroyd","285_Alexandre_Holroyd.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721150.png","15.61"
286,"Sacha Houlié","286_Sacha_Houlié.png","https://datan.fr/assets/imgs/deputes_original/depute_722150.png","169.34"
287,"Timothée Houssin","287_Timothée_Houssin.png","https://datan.fr/assets/imgs/deputes_original/depute_793632.png","169.34"
288,"Servane Hugues","288_Servane_Hugues.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794004.png","15.10"
289,"Éric Husson","289_Éric_Husson.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795708.png","23.27"
290,"Monique Iborra","290_Monique_Iborra.png","https://datan.fr/assets/imgs/deputes_nobg/depute_331835.png","18.69"
291,"Jérémie Iordanoff","291_Jérémie_Iordanoff.png","https://datan.fr/assets/imgs/deputes_original/depute_794022.png","169.34"
292,"Cyrille Isaac-Sibille","292_Cyrille_Isaac-Sibille.png","https://datan.fr/assets/imgs/deputes_original/depute_722374.png","169.34"
293,"Alexis Izard","293_Alexis_Izard.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795652.png","15.33"
294,"Laurent Jacobelli","294_Laurent_Jacobelli.png","https://datan.fr/assets/imgs/deputes_original/depute_794598.png","169.34"
295,"Jean-Michel Jacques","295_Jean-Michel_Jacques.png","https://datan.fr/assets/imgs/deputes_original/depute_720354.png","169.34"
296,"Élodie Jacquier-Laforge","296_Élodie_Jacquier-Laforge.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719874.png","18.98"
297,"Caroline Janvier","297_Caroline_Janvier.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720074.png","20.93"
298,"Catherine Jaouen","298_Catherine_Jaouen.png","https://datan.fr/assets/imgs/deputes_nobg/depute_796114.png","16.78"
299,"François Jolivet","299_François_Jolivet.png","https://datan.fr/assets/imgs/deputes_original/depute_719778.png","169.34"
300,"Alexis Jolly","300_Alexis_Jolly.png","https://datan.fr/assets/imgs/deputes_original/depute_794030.png","169.34"
301,"Sandrine Josso","301_Sandrine_Josso.png","https://datan.fr/assets/imgs/deputes_original/depute_720038.png","169.34"
302,"Chantal Jourdan","302_Chantal_Jourdan.png","https://datan.fr/assets/imgs/deputes_original/depute_643192.png","169.34"
303,"Hubert Julien-Laferrière","303_Hubert_Julien-Laferrière.png","https://datan.fr/assets/imgs/deputes_nobg/depute_722344.png","15.35"
304,"Sébastien Jumel","304_Sébastien_Jumel.png","https://datan.fr/assets/imgs/deputes_nobg/depute_722202.png","14.48"
305,"Philippe Juvin","305_Philippe_Juvin.png","https://datan.fr/assets/imgs/deputes_original/depute_346782.png","169.34"
306,"Émeline K/Bidi","306_Émeline_K/Bidi.png","https://datan.fr/assets/imgs/deputes_original/depute_795998.png",""
307,"Mansour Kamardine","307_Mansour_Kamardine.png","https://datan.fr/assets/imgs/deputes_nobg/depute_267901.png","15.72"
308,"Marietta Karamanli","308_Marietta_Karamanli.png","https://datan.fr/assets/imgs/deputes_original/depute_335054.png","169.34"
309,"Guillaume Kasbarian","309_Guillaume_Kasbarian.png","https://datan.fr/assets/imgs/deputes_original/depute_719372.png","169.34"
310,"Rachel Keke","310_Rachel_Keke.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795438.png","14.61"
311,"Fatiha Keloua Hachi","311_Fatiha_Keloua_Hachi.png","https://datan.fr/assets/imgs/deputes_original/depute_795156.png","169.34"
312,"Andy Kerbrat","312_Andy_Kerbrat.png","https://datan.fr/assets/imgs/deputes_original/depute_794130.png","169.34"
313,"Loïc Kervran","313_Loïc_Kervran.png","https://datan.fr/assets/imgs/deputes_original/depute_719052.png","169.34"
314,"Fadila Khattabi","314_Fadila_Khattabi.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719186.png","15.59"
315,"Brigitte Klinkert","315_Brigitte_Klinkert.png","https://datan.fr/assets/imgs/deputes_original/depute_643184.png","169.34"
316,"Stéphanie Kochert","316_Stéphanie_Kochert.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794818.png","17.24"
317,"Daniel Labaronne","317_Daniel_Labaronne.png","https://datan.fr/assets/imgs/deputes_original/depute_719798.png","169.34"
318,"Bastien Lachaud","318_Bastien_Lachaud.png","https://datan.fr/assets/imgs/deputes_original/depute_720846.png","169.34"
319,"Emmanuel Lacresse","319_Emmanuel_Lacresse.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794450.png","14.61"
320,"Julie Laernoes","320_Julie_Laernoes.png","https://datan.fr/assets/imgs/deputes_original/depute_794146.png","169.34"
321,"Fabien Lainé","321_Fabien_Lainé.png","https://datan.fr/assets/imgs/deputes_original/depute_719918.png","84.78"
322,"Maxime Laisney","322_Maxime_Laisney.png","https://datan.fr/assets/imgs/deputes_original/depute_795516.png","169.34"
323,"Amélia Lakrafi","323_Amélia_Lakrafi.png","https://datan.fr/assets/imgs/deputes_original/depute_721004.png","169.34"
324,"Luc Lamirault","324_Luc_Lamirault.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719382.png","16.11"
325,"Virginie Lanlo","325_Virginie_Lanlo.png","https://datan.fr/assets/imgs/deputes_nobg/depute_643048.png","18.53"
326,"Hélène Laporte","326_Hélène_Laporte.png","https://datan.fr/assets/imgs/deputes_original/depute_794354.png","169.34"
327,"Mohamed Laqhila","327_Mohamed_Laqhila.png","https://datan.fr/assets/imgs/deputes_nobg/depute_718978.png","15.62"
328,"Jean-Charles Larsonneur","328_Jean-Charles_Larsonneur.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719396.png","15.36"
329,"Florence Lasserre","329_Florence_Lasserre.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720764.png","20.07"
330,"Philippe Latombe","330_Philippe_Latombe.png","https://datan.fr/assets/imgs/deputes_original/depute_721984.png","169.34"
331,"Michel Lauzzana","331_Michel_Lauzzana.png","https://datan.fr/assets/imgs/deputes_original/depute_720022.png","169.34"
332,"Laure Lavalette","332_Laure_Lavalette.png","https://datan.fr/assets/imgs/deputes_original/depute_795912.png","169.34"
333,"Pascal Lavergne","333_Pascal_Lavergne.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719664.png","15.23"
334,"Sandrine Le Feur","334_Sandrine_Le_Feur.png","https://datan.fr/assets/imgs/deputes_original/depute_719412.png","169.34"
335,"Marc Le Fur","335_Marc_Le_Fur.png","https://datan.fr/assets/imgs/deputes_nobg/depute_1874.png","13.95"
336,"Didier Le Gac","336_Didier_Le_Gac.png","https://datan.fr/assets/imgs/deputes_original/depute_719404.png","169.34"
337,"Arnaud Le Gall","337_Arnaud_Le_Gall.png","https://datan.fr/assets/imgs/deputes_original/depute_795672.png","169.34"
338,"Tematai Le Gayic","338_Tematai_Le_Gayic.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795184.png","16.21"
339,"Gilles Le Gendre","339_Gilles_Le_Gendre.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721466.png","15.09"
340,"Constance Le Grip","340_Constance_Le_Grip.png","https://datan.fr/assets/imgs/deputes_original/depute_345722.png","169.34"
341,"Anne Le Hénanff","341_Anne_Le_Hénanff.png","https://datan.fr/assets/imgs/deputes_original/depute_794426.png","169.34"
342,"Annaïg Le Meur","342_Annaïg_Le_Meur.png","https://datan.fr/assets/imgs/deputes_original/depute_719388.png","169.34"
343,"Christine Le Nabour","343_Christine_Le_Nabour.png","https://datan.fr/assets/imgs/deputes_original/depute_719756.png","169.34"
344,"Nicole Le Peih","344_Nicole_Le_Peih.png","https://datan.fr/assets/imgs/deputes_original/depute_720342.png","169.34"
345,"Marine Le Pen","345_Marine_Le_Pen.png","https://datan.fr/assets/imgs/deputes_original/depute_720614.png","169.34"
346,"Fabrice Le Vigoureux","346_Fabrice_Le_Vigoureux.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719006.png","17.50"
347,"Antoine Léaument","347_Antoine_Léaument.png","https://datan.fr/assets/imgs/deputes_original/depute_795746.png","169.34"
348,"Marie Lebec","348_Marie_Lebec.png","https://datan.fr/assets/imgs/deputes_original/depute_721852.png","169.34"
349,"Karine Lebon","349_Karine_Lebon.png","https://datan.fr/assets/imgs/deputes_original/depute_774962.png","169.34"
350,"Élise Leboucher","350_Élise_Leboucher.png","https://datan.fr/assets/imgs/deputes_original/depute_795108.png","169.34"
351,"Pascal Lecamp","351_Pascal_Lecamp.png","https://datan.fr/assets/imgs/deputes_original/depute_795374.png","169.34"
352,"Julie Lechanteux","352_Julie_Lechanteux.png","https://datan.fr/assets/imgs/deputes_original/depute_796026.png","169.34"
353,"Laurent Leclercq","353_Laurent_Leclercq.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793644.png","14.32"
354,"Jean-Paul Lecoq","354_Jean-Paul_Lecoq.png","https://datan.fr/assets/imgs/deputes_original/depute_335612.png","169.34"
355,"Vincent Ledoux","355_Vincent_Ledoux.png","https://datan.fr/assets/imgs/deputes_original/depute_712014.png","84.78"
356,"Charlotte Leduc","356_Charlotte_Leduc.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794402.png","19.76"
357,"Mathieu Lefèvre","357_Mathieu_Lefèvre.png","https://datan.fr/assets/imgs/deputes_original/depute_795386.png","169.34"
358,"Jérôme Legavre","358_Jérôme_Legavre.png","https://datan.fr/assets/imgs/deputes_original/depute_795298.png","169.34"
359,"Sarah Legrain","359_Sarah_Legrain.png","https://datan.fr/assets/imgs/deputes_original/depute_791824.png","169.34"
360,"Gisèle Lelouis","360_Gisèle_Lelouis.png","https://datan.fr/assets/imgs/deputes_original/depute_793290.png","169.34"
361,"Didier Lemaire","361_Didier_Lemaire.png","https://datan.fr/assets/imgs/deputes_original/depute_794838.png","169.34"
362,"Patricia Lemoine","362_Patricia_Lemoine.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721632.png","17.34"
363,"Stéphane Lenormand","363_Stéphane_Lenormand.png","https://datan.fr/assets/imgs/deputes_original/depute_795244.png","169.34"
364,"Murielle Lepvraud","364_Murielle_Lepvraud.png","https://datan.fr/assets/imgs/deputes_original/depute_793532.png","169.34"
365,"Roland Lescure","365_Roland_Lescure.png","https://datan.fr/assets/imgs/deputes_original/depute_721134.png","169.34"
366,"Gérard Leseul","366_Gérard_Leseul.png","https://datan.fr/assets/imgs/deputes_original/depute_774958.png","169.34"
367,"Katiana Levavasseur","367_Katiana_Levavasseur.png","https://datan.fr/assets/imgs/deputes_original/depute_793608.png","169.34"
368,"Delphine Lingemann","368_Delphine_Lingemann.png","https://datan.fr/assets/imgs/deputes_original/depute_794702.png","169.34"
369,"Brigitte Liso","369_Brigitte_Liso.png","https://datan.fr/assets/imgs/deputes_original/depute_720446.png","169.34"
370,"Christine Loir","370_Christine_Loir.png","https://datan.fr/assets/imgs/deputes_original/depute_793672.png","169.34"
371,"Aurélien Lopez-Liguori","371_Aurélien_Lopez-Liguori.png","https://datan.fr/assets/imgs/deputes_original/depute_793904.png","169.34"
372,"Marie-France Lorho","372_Marie-France_Lorho.png","https://datan.fr/assets/imgs/deputes_original/depute_721932.png","169.34"
373,"Philippe Lottiaux","373_Philippe_Lottiaux.png","https://datan.fr/assets/imgs/deputes_original/depute_795974.png","169.34"
374,"Alexandre Loubet","374_Alexandre_Loubet.png","https://datan.fr/assets/imgs/deputes_original/depute_794590.png","169.34"
375,"Véronique Louwagie","375_Véronique_Louwagie.png","https://datan.fr/assets/imgs/deputes_original/depute_608016.png","169.34"
376,"Jean-François Lovisolo","376_Jean-François_Lovisolo.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795216.png","16.50"
377,"Benjamin Lucas-Lundy","377_Benjamin_Lucas-Lundy.png","https://datan.fr/assets/imgs/deputes_original/depute_795636.png","169.34"
378,"Aude Luquet","378_Aude_Luquet.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721530.png","15.99"
379,"Lise Magnier","379_Lise_Magnier.png","https://datan.fr/assets/imgs/deputes_original/depute_720230.png","169.34"
380,"Sylvain Maillard","380_Sylvain_Maillard.png","https://datan.fr/assets/imgs/deputes_original/depute_717379.png","169.34"
381,"Laurence Maillart-Méhaignerie","381_Laurence_Maillart-Méhaignerie.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719718.png","20.13"
382,"Frédéric Maillot","382_Frédéric_Maillot.png","https://datan.fr/assets/imgs/deputes_original/depute_796010.png","169.34"
383,"Emmanuel Mandon","383_Emmanuel_Mandon.png","https://datan.fr/assets/imgs/deputes_original/depute_794114.png","169.34"
384,"Emmanuel Maquet","384_Emmanuel_Maquet.png","https://datan.fr/assets/imgs/deputes_nobg/depute_346054.png","14.90"
385,"Jacqueline Maquet","385_Jacqueline_Maquet.png","https://datan.fr/assets/imgs/deputes_nobg/depute_334116.png","16.11"
386,"Laurent Marcangeli","386_Laurent_Marcangeli.png","https://datan.fr/assets/imgs/deputes_original/depute_605782.png","169.34"
387,"Matthieu Marchio","387_Matthieu_Marchio.png","https://datan.fr/assets/imgs/deputes_original/depute_794530.png","169.34"
388,"Bastien Marchive","388_Bastien_Marchive.png","https://datan.fr/assets/imgs/deputes_original/depute_795730.png","169.34"
389,"Louis Margueritte","389_Louis_Margueritte.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794974.png","14.92"
390,"Christophe Marion","390_Christophe_Marion.png","https://datan.fr/assets/imgs/deputes_original/depute_794206.png","169.34"
391,"Olivier Marleix","391_Olivier_Marleix.png","https://datan.fr/assets/imgs/deputes_original/depute_606098.png","169.34"
392,"Sandra Marsaud","392_Sandra_Marsaud.png","https://datan.fr/assets/imgs/deputes_original/depute_719080.png","169.34"
393,"Alexandra Martin","393_Alexandra_Martin.png","https://datan.fr/assets/imgs/deputes_original/depute_793342.png","169.34"
394,"Didier Martin","394_Didier_Martin.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719154.png","16.35"
395,"Élisa Martin","395_Élisa_Martin.png","https://datan.fr/assets/imgs/deputes_original/depute_342384.png","169.34"
396,"Pascale Martin","396_Pascale_Martin.png","https://datan.fr/assets/imgs/deputes_nobg/depute_793688.png","17.58"
397,"Alexandra Martin (Gironde)","397_Alexandra_Martin_(Gironde).png","https://datan.fr/assets/imgs/deputes_nobg/depute_793944.png","18.03"
398,"Éric Martineau","398_Éric_Martineau.png","https://datan.fr/assets/imgs/deputes_original/depute_795100.png","169.34"
399,"William Martinet","399_William_Martinet.png","https://datan.fr/assets/imgs/deputes_nobg/depute_795692.png","13.50"
400,"Michèle Martinez","400_Michèle_Martinez.png","https://datan.fr/assets/imgs/deputes_original/depute_794770.png","169.34"
401,"Denis Masséglia","401_Denis_Masséglia.png","https://datan.fr/assets/imgs/deputes_original/depute_720146.png","169.34"
402,"Alexandra Masson","402_Alexandra_Masson.png","https://datan.fr/assets/imgs/deputes_original/depute_793314.png","169.34"
403,"Bryan Masson","403_Bryan_Masson.png","https://datan.fr/assets/imgs/deputes_original/depute_793330.png","169.34"
404,"Max Mathiasin","404_Max_Mathiasin.png","https://datan.fr/assets/imgs/deputes_original/depute_720976.png","169.34"
405,"Frédéric Mathieu","405_Frédéric_Mathieu.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794066.png","13.69"
406,"Jean-Paul Mattei","406_Jean-Paul_Mattei.png","https://datan.fr/assets/imgs/deputes_original/depute_720728.png","169.34"
407,"Damien Maudet","407_Damien_Maudet.png","https://datan.fr/assets/imgs/deputes_original/depute_795422.png","169.34"
408,"Kévin Mauvieux","408_Kévin_Mauvieux.png","https://datan.fr/assets/imgs/deputes_original/depute_793616.png","169.34"
409,"Marianne Maximi","409_Marianne_Maximi.png","https://datan.fr/assets/imgs/deputes_original/depute_794686.png","169.34"
410,"Stéphane Mazars","410_Stéphane_Mazars.png","https://datan.fr/assets/imgs/deputes_original/depute_677483.png","169.34"
411,"Nicolas Meizonnet","411_Nicolas_Meizonnet.png","https://datan.fr/assets/imgs/deputes_original/depute_719436.png","169.34"
412,"Graziella Melchior","412_Graziella_Melchior.png","https://datan.fr/assets/imgs/deputes_original/depute_719338.png","169.34"
413,"Joëlle Mélin","413_Joëlle_Mélin.png","https://datan.fr/assets/imgs/deputes_original/depute_793354.png","169.34"
414,"Yaël Ménaché","414_Yaël_Ménaché.png","https://datan.fr/assets/imgs/deputes_original/depute_795786.png","169.34"
415,"Thomas Ménagé","415_Thomas_Ménagé.png","https://datan.fr/assets/imgs/deputes_original/depute_794322.png","169.34"
416,"Emmanuelle Ménard","416_Emmanuelle_Ménard.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719608.png","16.17"
417,"Ludovic Mendes","417_Ludovic_Mendes.png","https://datan.fr/assets/imgs/deputes_original/depute_720370.png","169.34"
418,"Thomas Mesnier","418_Thomas_Mesnier.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719072.png","14.59"
419,"Lysiane Métayer","419_Lysiane_Métayer.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794386.png","20.47"
420,"Sophie Mette","420_Sophie_Mette.png","https://datan.fr/assets/imgs/deputes_original/depute_719640.png","169.34"
421,"Nicolas Metzdorf","421_Nicolas_Metzdorf.png","https://datan.fr/assets/imgs/deputes_original/depute_795176.png","169.34"
422,"Frédérique Meunier","422_Frédérique_Meunier.png","https://datan.fr/assets/imgs/deputes_original/depute_719272.png","169.34"
423,"Manon Meunier","423_Manon_Meunier.png","https://datan.fr/assets/imgs/deputes_original/depute_795482.png","169.34"
424,"Pierre Meurin","424_Pierre_Meurin.png","https://datan.fr/assets/imgs/deputes_original/depute_793852.png","169.34"
425,"Marjolaine Meynier-Millefert","425_Marjolaine_Meynier-Millefert.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719882.png","19.44"
426,"Paul Midy","426_Paul_Midy.png","https://datan.fr/assets/imgs/deputes_original/depute_795664.png","169.34"
427,"Laure Miller","427_Laure_Miller.png","https://datan.fr/assets/imgs/deputes_original/depute_817203.png","169.34"
428,"Bruno Millienne","428_Bruno_Millienne.png","https://datan.fr/assets/imgs/deputes_nobg/depute_721976.png","16.21"
429,"Maxime Minot","429_Maxime_Minot.png","https://datan.fr/assets/imgs/deputes_nobg/depute_720630.png","14.34"
430,"Patricia Mirallès","430_Patricia_Mirallès.png","https://datan.fr/assets/imgs/deputes_nobg/depute_719668.png","21.62"
431,"Paul Molac","431_Paul_Molac.png","https://datan.fr/assets/imgs/deputes_original/depute_607619.png","169.34"
432,"Yannick Monnet","432_Yannick_Monnet.png","https://datan.fr/assets/imgs/deputes_original/depute_793174.png","169.34"
433,"Louise Morel","433_Louise_Morel.png","https://datan.fr/assets/imgs/deputes_original/depute_794810.png","169.34"
434,"Pierre Morel-À-L'Huissier","434_Pierre_Morel-À-L'Huissier.png","https://datan.fr/assets/imgs/deputes_nobg/depute_266788.png","16.07"
435,"Benoit Mournet","435_Benoit_Mournet.png","https://datan.fr/assets/imgs/deputes_nobg/depute_794878.png","14.71"
436,"Naïma Moutchou","436_Naïma_Moutchou.png","https://datan.fr/assets/imgs/deputes_original/depute_720908.png","169.34"
437,"Serge Muller","437_Serge_Muller.png","https://datan.fr/assets/imgs/deputes_original/depute_793696.png","169.34"
438,"Marcellin Nadeau","438_Marcellin_Nadeau.png","https://datan.fr/assets/imgs/deputes_original/depute_795820.png","169.34"
439,"Christophe Naegelen","439_Christophe_Naegelen.png","https://datan.fr/assets/imgs/deputes_original/depute_721486.png","169.34"
440,"Philippe Naillet","440_Philippe_Naillet.png","https://datan.fr/assets/imgs/deputes_original/depute_643157.png","169.34"
441,"Yannick Neuder","441_Yannick_Neuder.png","https://datan.fr/assets/imgs/deputes_original/depute_794038.png","169.34"
